Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Cultura de Seguridad;"¿Qué se busca lograr con el ""Plan de Transformación de la Cultura de Seguridad""?";El alineamiento de las subculturas con la Cultura de Seguridad deseada.;El aumento del 25% en la venta de billetes AVLO.;La reducción del personal de talleres en un 10%.;La sustitución de los manuales en papel por tablets.;0;6. Plan de Transformación
Cultura de Seguridad;Según el atributo AE2, ¿qué deben promover las organizaciones además de la seguridad?;El aumento de la velocidad media.;El reporte de eventos y los principios de una cultura justa.;El silencio sobre los incidentes menores.;La competencia agresiva entre empleados.;1;Atributos de la ERA (AE2)
Cultura de Seguridad;¿A quiénes debe estar destinada la formación de la línea LE.02?;Solo al personal de conducción.;A estructura de dirección, cuadros técnicos, mandos intermedios y personal operativo.;Únicamente a los nuevos ingresos N2.;Solo a los mandos intermedios de estaciones.;1;5. Líneas estratégicas para el cambio
Cultura de Seguridad;"¿En qué fase del ciclo de mejora se realiza la ""ejecución de las medidas planificadas""?";Fase 1;Fase 2;Fase 3;Fase 4: Implantación de actividades.;3;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué facilitador número 9 es esencial para la operación diaria?;Gestión de los recursos.;Gestión de los riesgos de la operación ferroviaria.;Capacitación de las personas.;Sistema de participación.;1;4.3 Facilitadores para la implantación
Cultura de Seguridad;"Según el Libro Blanco, ¿qué es la ""Cultura Justa""?";Que todos los trabajadores tengan el mismo sueldo.;Clima donde se anima a aportar información sin miedo a represalias, pero con límites claros ante negligencias.;Un sistema de arbitraje sindical para sanciones de seguridad.;El derecho a no ser sancionado nunca si se comete un error.;1;4.2 Modelo de Cultura de Seguridad: factores clave
Cultura de Seguridad;¿Qué principio (P) establece que las personas son proactivas en la gestión de la seguridad?;P1;P2;P3: Responsabilidad personal.;P5;2;4.1 Nuestros principios de Cultura de Seguridad
Cultura de Seguridad;¿Qué factor clave analiza si los procedimientos son adecuados a la forma de actuar de los trabajadores?;F1;F4;F7;F8: Procedimiento y formación.;3;4.2 Modelo de Cultura de Seguridad: factores clave
Cultura de Seguridad;¿Qué facilitador número 2 define la estrategia de transmisión de información en seguridad?;Apoyo de los líderes.;Política de comunicación.;Política de notificación.;Fomento del aprendizaje.;1;4.3 Facilitadores para la implantación
Cultura de Seguridad;¿Qué línea estratégica (LE) propone el liderazgo en la difusión de los principios y el ejemplo de buenas prácticas?;LE.01;LE.02;LE.03;LE.04;0;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué componente del Plan de Acción mide el grado de implantación y eficacia de las actuaciones?;Los Facilitadores.;Los Factores Clave.;Los Indicadores de implantación y eficacia.;Los Órganos de Gobierno.;2;6. Plan de Transformación (Figura 9)
Cultura de Seguridad;Según el Principio P4, ¿qué debe existir para que la comunicación sea efectiva?;Un sistema de vigilancia por cámaras.;Clima de libertad para notificar problemas sin miedo a represalias injustas.;Una oficina de seguridad cerrada al público.;Un reglamento de sanciones muy estricto.;1;4.1 Nuestros principios de Cultura de Seguridad
Cultura de Seguridad;¿Qué factor clave F1 vincula la actitud del gestor con la imagen de la dependencia?;Compromiso de los gestores y gestoras.;Gestión de riesgos.;Cultura justa.;Comunicación.;0;4.2 Modelo de Cultura de Seguridad: factores clave
Cultura de Seguridad;¿Qué facilitador número 6 se encarga de que cada uno sepa qué debe hacer en seguridad?;Distribución de funciones y responsabilidades.;Empoderamiento de las personas.;Gestión de recursos.;Medición del desempeño.;0;4.3 Facilitadores para la implantación
Cultura de Seguridad;"¿Cuál es la ""creencia"" que sustenta el principio P2 sobre Compromiso y liderazgo?";La seguridad depende de la tecnología LZB.;La forma de liderazgo influye en el comportamiento de los grupos.;El liderazgo solo es necesario en situaciones de emergencia.;Los líderes no necesitan formación en seguridad.;1;4.1 Nuestros principios de Cultura de Seguridad
Cultura de Seguridad;"Según las ""Consideraciones finales"", ¿qué colectivo es vital para la evaluación y mitigación de amenazas?";El personal administrativo de gestión.;Especialistas cualificados para la gestión de los riesgos.;Los clientes del programa Más Renfe.;Los auditores financieros externos.;1;7. Consideraciones finales
Cultura de Seguridad;¿Qué define esencialmente a la Cultura de Seguridad según el manual de la OACI?;El número de reglamentos escritos.;Cómo se comportan las personas cuando nadie las mira.;La velocidad máxima de los trenes.;El presupuesto anual de mantenimiento.;1;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;¿Cuál es el principal objetivo de la Cultura de Seguridad en Renfe?;Vender más billetes AVLO.;Garantizar que la seguridad sea un valor esencial y prioritario.;Reducir el número de paradas.;Cambiar el logo de la empresa.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Cuál es el primer principio (P1) de la Cultura de Seguridad de Renfe?;El liderazgo de los jefes.;La seguridad como valor esencial.;El uso de tecnología 5G.;La limpieza de las estaciones.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué reglamento europeo introdujo el requisito de la Cultura de Seguridad?;Reglamento 1217/2010.;Reglamento Delegado (UE) 2018/762.;Reglamento 2021/782.;Ley 38/2015.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Cómo se denomina el clima de confianza donde se anima a informar de errores?;Cultura del castigo.;Cultura Justa.;Cultura de la duda.;Cultura del silencio.;1;4.2 Factores clave (F3)
Cultura de Seguridad;"¿Qué significa el principio P3: ""Responsabilidad personal""?";Que el jefe es el único responsable.;Que cada persona es proactiva en la gestión de la seguridad.;Que la seguridad es solo para el maquinista.;Que los fallos son culpa del clima.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Cuál de estos es un componente de la cultura según la Figura 3?;Lo que decimos sobre la seguridad.;El color del tren.;El precio de la luz.;La marca de los uniformes.;0;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;"¿Qué busca el factor F1: ""Compromiso de gestores y gestoras""?";Que los jefes no trabajen.;Una imagen clara de compromiso de la dirección con la seguridad.;Que se compren más ordenadores.;Reducir el sueldo.;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué factor analiza la relación y actitudes entre compañeros?;F1;F3;F6: Compromiso entre compañeros y compañeras.;F8;2;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;"¿Cuál es la ""creencia"" del principio P2: ""Compromiso y liderazgo""?";El liderazgo no importa.;La forma de liderazgo influye en el comportamiento del grupo.;Solo importa el liderazgo militar.;Los líderes solo mandan.;1;4.1 Nuestros principios
Cultura de Seguridad;"¿Qué mide el factor F5: ""Gestión de riesgos""?";El éxito de las ventas.;Cómo se gestionan los riesgos en la operación diaria.;El número de viajeros por año.;El gasto en publicidad.;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Cuántos principios (P) tiene el modelo de Renfe?;3;5;6 principios.;10;2;4.1 Nuestros principios
Cultura de Seguridad;¿Cuál es el principio P4?;Vigilancia de seguridad.;Apertura y confianza.;Mejora de beneficios.;Compra de material.;1;4.1 Nuestros principios
Cultura de Seguridad;"¿A qué se refiere la ""Cultura Justa"" respecto a la autodenuncia?";Que está prohibida.;Que se debe fomentar la autodenuncia de comportamientos peligrosos.;Que conlleva despido inmediato.;Que solo es para directivos.;1;4.2 Modelo de Cultura de Seguridad (F3)
Cultura de Seguridad;¿Qué exige el Reglamento 2018/762 a las empresas ferroviarias?;Tener trenes rojos.;Evidencias de la Cultura de Seguridad y su aplicación.;Vender billetes solo por internet.;Eliminar los talleres.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Qué factor clave analiza si los recursos son suficientes?;F2;F4;F7: Personal y equipamiento.;F8;2;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Cuál es el principio P6?;Cierre de estaciones.;Aprendizaje y mejora continua.;Venta de material viejo.;Aumento de velocidad.;1;4.1 Nuestros principios
Cultura de Seguridad;"¿Qué es un ""Facilitador"" en el modelo de Renfe?";Una herramienta para la implantación de la cultura.;Un tipo de tren rápido.;Un revisor de billetes.;Una señal de parada.;0;4.3 Facilitadores
Cultura de Seguridad;¿Cuántos facilitadores se han definido en total?;5;10;15 facilitadores.;20;2;4.3 Facilitadores
Cultura de Seguridad;¿Qué facilitador número 1 trata sobre el apoyo a los líderes?;Política de ventas.;Apoyo de los líderes y las líderes.;Gestión de almacenes.;Pago de nóminas.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué busca el Plan de Transformación de la Cultura?;Reducir el personal de oficinas.;Lograr el alineamiento cultural con la seguridad deseada.;Cambiar el sistema de frenado.;Privatizar Renfe.;1;6. Plan de Transformación
Cultura de Seguridad;¿Cuál es la primera fase del ciclo de mejora continua?;Diagnóstico.;Análisis de la cultura.;Planificación.;Implantación.;1;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué periodicidad se recomienda para el ciclo de mejora continua?;Mensual.;Trimestral.;Anual preferentemente.;Cada diez años.;2;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué fase del ciclo se dedica a ejecutar las medidas?;Fase 1;Fase 2;Fase 3;Fase 4: Implantación de actividades.;3;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Cuántas Líneas Estratégicas (LE) se han definido para el cambio?;2;4;5 líneas estratégicas.;8;2;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué busca la línea LE.01?;Refuerzo del compromiso y responsabilidad.;Vigilancia digital.;Gestión de residuos.;Venta internacional.;0;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué propone la línea LE.05?;Menos trenes.;Vigilancia y digitalización.;Solo formación en idiomas.;Eliminar el SGS.;1;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué atributo de la ERA (AE1) dice que la seguridad es un vector esencial?;Que se puede ignorar si hay prisa.;Que no debe verse comprometida por otros objetivos (como producción).;Que solo importa si hay dinero.;Que es responsabilidad de la policía.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Cómo influyen las creencias en la cultura según la Figura 3?;Son la base de lo que pensamos.;No influyen nada.;Solo importan si están escritas.;Son solo para los clientes.;0;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;¿Qué factor analiza la participación en proyectos de seguridad?;F1;F2: Colaboración y participación.;F5;F8;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué creencia sustenta el principio P1?;La seguridad es un gasto.;La seguridad es un valor irrenunciable y prevalente.;La seguridad es secundaria.;La seguridad es aburrida.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué principio (P) se enfoca en la vigilancia y evaluación constante?;P2;P4;P5: Vigilancia de la seguridad.;P6;2;4.1 Nuestros principios
Cultura de Seguridad;¿Qué factor (F) trata sobre la calidad de la información facilitada?;F3;F4: Comunicación y aprendizaje.;F6;F7;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 13 se encarga de incentivar el buen comportamiento?;Política de comunicación.;Política de premios, sanciones y reconocimientos.;Gestión de riesgos.;Sistema de frenado.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué busca la línea estratégica LE.02?;El liderazgo de los mandos únicamente.;La capacitación de las personas para sus responsabilidades.;Reducir el sueldo base.;Comprar repuestos más baratos.;1;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué sucede en la Fase 2 del ciclo de mejora?;Se piensa qué hacer.;Se realiza el diagnóstico de la cultura.;Se despiden trabajadores.;Se cierran líneas de tren.;1;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Qué es la ""Declaración de Dubrovnik""?";Un tratado de paz antiguo.;Una declaración de la ERA a favor de la Cultura de Seguridad.;Una norma sobre el IVA de los billetes.;Un sistema de señales luminoso.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Qué factor analiza si los procedimientos son adecuados al trabajo real?;F2;F4;F5;F8: Procedimiento y formación.;3;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué principio se relaciona con la confianza mutua entre niveles jerárquicos?;P1;P3;P4: Apertura y confianza.;P5;2;4.1 Nuestros principios
Cultura de Seguridad;¿A quiénes compete la gestión de riesgos según la línea LE.03?;Solo al Director de Seguridad.;Al personal de talleres únicamente.;A todos y todas.;Solo a los clientes.;2;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué facilitador número 2 trata sobre la transmisión de información?;Política de comunicación.;Gestión de recursos.;Mantenimiento de vías.;Limpieza de cristales.;0;4.3 Facilitadores
Cultura de Seguridad;Según las consideraciones finales, ¿qué es un síntoma de un proceso débil?;El exceso de liderazgo.;La carencia de un ejercicio efectivo del liderazgo.;El uso de indicadores.;La formación constante.;1;7. Consideraciones finales
Cultura de Seguridad;¿Qué relación tiene el SGS con la Cultura de Seguridad (Figura 1)?;Son enemigos.;El SGS dice qué hacer y la Cultura determina cómo se hace.;La Cultura sustituye al SGS.;No tienen ninguna relación.;1;2.3 Relación Cultura con SGS
Cultura de Seguridad;"¿Qué es un ""comportamiento"" en cultura de seguridad?";Lo que realmente hacemos.;Lo que deseamos hacer.;Un castigo disciplinario.;Un tipo de motor.;0;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;¿Qué factor trata sobre el clima de libertad para notificar sucesos?;F1;F3: Cultura justa y notificación.;F6;F8;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 6 distribuye lo que cada uno debe hacer?;Gestión de almacenes.;Distribución de funciones y responsabilidades.;Venta de billetes.;Diseño de estaciones.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué busca la línea LE.04?;Mejorar la coordinación interna y con terceros.;Reducir el número de maquinistas.;Eliminar los sensores de vía.;Cobrar suplementos por maletas.;0;5. Líneas estratégicas para el cambio
Cultura de Seguridad;"¿Qué fase del ciclo de mejora genera el ""Plan de Acción""?";Fase 1;Fase 2;Fase 3: Planificación de mejoras.;Fase 4;2;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Qué significa que una cultura sea ""madura""?";Que es muy vieja.;Que la seguridad está integrada en el comportamiento natural de todos.;Que ya no necesita mantenimiento.;Que solo tiene directivos.;1;2.3 Relación Cultura con SGS
Cultura de Seguridad;"¿Cuál es la ""creencia"" del principio P6: ""Aprendizaje y mejora continua""?";Que ya no hay nada que aprender.;Que la seguridad es un proceso de mejora constante.;Que los errores son para ocultarlos.;Que aprender es perder el tiempo.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué facilitador número 10 mide el desempeño?;Selección de personal.;Medición y mejora continua del desempeño.;Compra de trenes.;Publicidad en redes.;1;4.3 Facilitadores
Cultura de Seguridad;"¿Qué componente de la Figura 3 se refiere a ""Valores compartidos""?";Lo que decimos.;Lo que hacemos.;Lo que creemos (Pensamiento).;Lo que vendemos.;2;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;¿Qué factor clave analiza si la formación es útil para el puesto?;F1;F4;F5;F8: Procedimiento y formación.;3;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué exige el atributo AE4 sobre las limitaciones humanas?;Que el humano nunca falla.;Reconocer que las personas tienen limitaciones que pueden causar errores.;Castigar cualquier error humano.;Sustituir a todos los humanos por robots.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Qué facilitador número 15 revisa cómo se trabaja?;Pago de horas extras.;Revisión de procesos, procedimientos y sistemas.;Contratación de seguros.;Limpieza de oficinas.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué línea estratégica LE.01 usa el ejemplo de las buenas prácticas?;LE.01;LE.03;LE.05;No existe esa línea.;0;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué busca el factor F2?;Que nadie participe.;Colaboración y participación de las personas.;Que solo mande el jefe.;Reducir el tiempo de descanso.;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué principio P1 dice que la seguridad es consustancial a toda actividad?;La seguridad como valor esencial.;Compromiso.;Vigilancia.;Mejora continua.;0;4.1 Nuestros principios
Cultura de Seguridad;¿Qué facilitador número 4 exige seguridad a proveedores externos?;Política de uniformes.;Requisitos de seguridad para servicios y suministros externos.;Gestión de la cafetería.;Venta de prensa.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué se hace en la Fase 3 del ciclo de mejora?;Analizar datos.;Planificar las acciones de refuerzo.;Despedir al personal.;Comprar locomotoras.;1;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Qué es la ""Cultura del Grupo Renfe"" respecto al mensaje?";Que el mensaje sea confuso.;Coherencia entre el mensaje de seguridad y la práctica real.;Que el mensaje sea solo en inglés.;Que no haya mensaje.;1;4. Cultura de Seguridad del Grupo Renfe
Cultura de Seguridad;¿Qué factor analiza si las actitudes de los compañeros afectan a uno mismo?;F1;F4;F6: Compromiso entre compañeros.;F8;2;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué exige el Reglamento 2018/762 sobre el sistema de gestión?;Que sea secreto.;Que incluya el requisito de la Cultura de Seguridad.;Que sea solo para trenes de carga.;Que lo gestione una empresa externa.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Cuál es la base de los cimientos en el modelo de la Figura 4?;Los clientes.;Los seis principios de cultura de seguridad.;Las máquinas autoventa.;Los talleres de vía métrica.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué facilitador número 7 empodera a las personas?;Sanciones disciplinarias.;Empoderamiento de las personas (autoridad y recursos).;Uniformidad.;Horarios de oficina.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué línea LE.02 se enfoca en la formación para gestionar seguridad?;LE.01;LE.02;LE.04;LE.05;1;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué fase del ciclo analiza el nivel de partida de la cultura?;Fase 1: Análisis de la cultura.;Fase 3;Fase 4;No existe esa fase.;0;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué dice el atributo AE2 sobre el reporte de eventos?;Que se deben ocultar.;Que las organizaciones deben promover el reporte de eventos.;Que reportar es de malos compañeros.;Que reportar cuesta dinero.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Qué factor F4 vincula la comunicación con el aprendizaje?;Comunicación y aprendizaje.;Gestión de turnos.;Limpieza y orden.;Venta y marketing.;0;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 12 garantiza que haya recursos para seguridad?;Gestión de los recursos.;Política de vacaciones.;Venta de abonos.;Alquiler de trenes.;0;4.3 Facilitadores
Cultura de Seguridad;¿Qué principio P5 exige monitorear y evaluar constantemente?;Seguridad valor esencial.;Vigilancia de la seguridad.;Compromiso.;Mejora continua.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué busca el Libro Blanco respecto a las resistencias al cambio?;Ignorarlas.;Superarlas mediante liderazgo y vigilancia efectiva.;Sancionar a los que se resisten.;No cambiar nada.;1;7. Consideraciones finales
Cultura de Seguridad;¿Qué factor clave F7 evalúa si el equipamiento es adecuado?;Personal y equipamiento.;Número de sillas.;Color de las paredes.;Marca del motor.;0;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 14 fomenta el aprendizaje?;Gestión de cobros.;Fomento y mejora del aprendizaje.;Política de aparcamiento.;Venta de cafetería.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué fase del ciclo de mejora evidencia la percepción del personal?;Fase 1;Fase 2: Diagnóstico de la cultura.;Fase 4;Ninguna.;1;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Qué es la ""Cultura Ferroviaria"" según el Libro Blanco?";Saber arreglar una locomotora solo.;La forma en que la organización gestiona la seguridad en su día a día.;Viajar mucho en tren.;Conocer todas las estaciones de España.;1;2.1 Cultura empresarial
Cultura de Seguridad;¿Qué factor clave analiza el clima de libertad para autodenunciarse?;F3: Cultura justa y notificación.;F5;F7;F8;0;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 9 trata sobre los riesgos de la operación?;Gestión de recursos.;Gestión de los riesgos de la operación ferroviaria.;Gestión de abonos.;Gestión de maletas.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué línea LE.03 implica a todos en la gestión de riesgos?;LE.01;LE.02;LE.03;LE.05;2;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué periodicidad debe tener el diagnóstico según la Fase 2?;Semanal.;Cada seis meses.;Anual preferentemente.;Cada veinte años.;2;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué dice la Figura 12 sobre superar resistencias?;Se necesita más dinero.;Se necesita liderazgo, especialistas en riesgos y vigilancia.;Se necesita cerrar la empresa.;No se pueden superar.;1;7. Consideraciones finales
Cultura de Seguridad;¿Qué factor analiza la actitud del gestor con la imagen de la dependencia?;F1: Compromiso de los gestores.;F2;F4;F6;0;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 3 apoya a los mandos intermedios?;Política de precios.;Apoyo de los líderes y las líderes.;Gestión de seguros.;Venta en ruta.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué fase del ciclo realiza el seguimiento de las medidas?;Fase 1;Fase 2;Fase 3;Fase 4: Implantación y seguimiento.;3;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Qué es una ""Cultura de Seguridad Negativa""?";La que no tiene accidentes.;La que puede llevar al incumplimiento legal y errores latentes.;La que tiene trenes viejos.;La que vende pocos billetes.;1;7. Consideraciones finales
Cultura de Seguridad;¿Qué factor trata sobre el uso de la información para aprender?;F3;F4: Comunicación y aprendizaje.;F7;F8;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 5 capacita a las personas?;Capacitación de las personas.;Gestión de nóminas.;Política de publicidad.;Venta de abonos.;0;4.3 Facilitadores
Cultura de Seguridad;¿Qué busca la línea estratégica LE.05 con la digitalización?;Que no haya trabajadores.;Mejorar la vigilancia de la seguridad.;Vender billetes por TikTok.;Eliminar las señales de vía.;1;5. Líneas estratégicas para el cambio
Cultura de Seguridad;¿Qué principio P2 dice que la forma de liderar afecta al grupo?;Seguridad esencial.;Compromiso y liderazgo.;Vigilancia.;Mejora continua.;1;4.1 Nuestros principios
Cultura de Seguridad;¿Qué facilitador número 11 se encarga de la participación?;Gestión de recursos.;Sistema de participación.;Política de uniformes.;Horarios de trenes.;1;4.3 Facilitadores
Cultura de Seguridad;¿Qué fase del ciclo agrupa acciones por Líneas Estratégicas?;Fase 1;Fase 2;Fase 3: Planificación de mejoras.;Fase 4;2;6.1 Ciclo de mejora continua
Cultura de Seguridad;¿Qué atributo AE8 pide que la seguridad sea parte del liderazgo?;Que el líder solo piense en dinero.;Que el liderazgo sea un motor de la cultura de seguridad.;Que el líder no sepa nada de seguridad.;Que no haya líderes.;1;3. Marco regulador europeo
Cultura de Seguridad;¿Qué factor analiza la proactividad en aportar información?;F2;F3: Cultura justa y notificación.;F5;F8;1;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilitador número 8 regula las funciones?;Selección de personal.;Distribución de funciones y responsabilidades.;Venta telefónica.;Alquiler de oficinas.;1;4.3 Facilitadores
Cultura de Seguridad;"¿Qué busca el Plan de Transformación con las ""subculturas""?";Eliminarlas todas.;Alinearlas con la Cultura de Seguridad deseada.;Que cada una haga lo que quiera.;No existen subculturas.;1;6. Plan de Transformación
Cultura de Seguridad;¿Qué componente del Plan de Acción mide el éxito de las medidas?;Los factores clave.;Los indicadores de implantación y eficacia.;Los principios.;El color del papel.;1;6. Plan de Transformación (Fig. 9)
Cultura de Seguridad;¿Qué factor analiza si los recursos se usan con prioridades reales?;F1;F4;F7: Personal y equipamiento.;F8;2;4.2 Modelo de Cultura de Seguridad
Cultura de Seguridad;¿Qué facilita la política de comunicación número 2?;La transmisión de información relevante sobre seguridad.;La venta de billetes de lujo.;El envío de spam.;El uso de redes sociales personales.;0;4.3 Facilitadores
Cultura de Seguridad;¿Qué fase del ciclo define quién es el responsable de cada acción?;Fase 1;Fase 2;Fase 3: Planificación de mejoras.;Fase 4;2;6.1 Ciclo de mejora continua
Cultura de Seguridad;"¿Cuál es la ""creencia"" del principio P4 sobre apertura?";Que ocultar fallos es bueno.;Que la confianza mutua es necesaria para el reporte de sucesos.;Que el jefe no debe saber nada.;Que reportar errores es para débiles.;1;4.1 Nuestros principios
Experiencia de Cliente;¿En qué tres pilares se basa el Plan Estratégico del Grupo Renfe?;Eficiencia, Puntualidad y Sostenibilidad.;Foco en el cliente, Internacionalización y Eficiencia y Seguridad.;Digitalización, Alianzas y Calidad.;Seguridad, Rentabilidad e Innovación.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Cuáles son las tres palancas que apoyan los pilares del Plan Estratégico?;Calidad, Seguridad y Compromiso.;Transformación digital, Transformación cultural y Alianzas estratégicas.;Formación, Innovación y Mercado.;Internacionalización, Clientes y Eficiencia.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Cuántas personas trabajan aproximadamente cada día en el Grupo Renfe según el documento?;10.000 personas.;12.500 personas.;16.000 personas.;20.000 personas.;2;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Cuál es la antigüedad aproximada de la historia del Grupo Renfe mencionada en el texto?;Más de 50 años.;Más de 60 años.;Más de 80 años.;Más de 100 años.;2;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;Según las directrices de la RAE seguidas en el documento, ¿cómo se utiliza el término masculino?;Como género exclusivo para hombres.;Como género gramatical no marcado e inclusivo.;Solo cuando no hay mujeres en el grupo.;Se evita su uso en favor del femenino genérico.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Cuál es la fecha de edición del documento de Nociones básicas de Experiencia de Cliente?;Enero de 2024.;Abril de 2024.;Diciembre de 2023.;Mayo de 2024.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué reto tiene el Grupo Renfe respecto a la organización interna?;Reducir el número de empleados operativos.;Generar una cultura centrada en el cliente en toda la organización.;Eliminar la venta presencial en taquillas.;Centrarse exclusivamente en el transporte de mercancías.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿En qué itinerario formativo se ha incorporado obligatoriamente la disciplina de Experiencia de Cliente?;Solo en el de personal directivo.;En el itinerario formativo de las nuevas incorporaciones a la compañía.;Únicamente para el personal de conducción.;Solo para el personal de Renfe Mercancías.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué se busca lograr al situar al cliente en el centro de la actividad?;Reducir los tiempos de viaje.;Influir en la toma de decisiones estratégicas.;Aumentar el precio de los billetes.;Sustituir la atención al cliente por IA.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;Según la cita de Valeria Maltoni, ¿qué representa cada interacción con un cliente insatisfecho?;Una pérdida de tiempo y recursos.;Una oportunidad para demostrar el compromiso y convertir una experiencia negativa en positiva.;Un motivo de sanción para el empleado.;Una incidencia que debe ignorarse si no hay reclamación escrita.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué mide el indicador NPS (Net Promoter Score)?;El esfuerzo que hace el cliente para comprar.;La probabilidad de recomendación de los clientes sobre la marca o servicio.;El tiempo de respuesta en redes sociales.;El número total de billetes anulados.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"En el NPS, ¿qué puntuación otorgan los clientes considerados ""Promotores""?";7 u 8.;8, 9 o 10.;9 o 10.;Únicamente 10.;2;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Cómo se clasifica en el NPS a los clientes que puntúan entre 0 y 6?;Neutrales.;Pasivos.;Detractores.;Indiferentes.;2;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Qué nombre reciben los clientes que puntúan con 7 u 8 en la escala NPS?;Promotores.;Pasivos o Neutrales.;Detractores activos.;Clientes premium.;1;Introducción a la Experiencia de Cliente
